vectorizer,similarity_metric,min_df_param,max_df_param,language,langfilter,accuracy (%),accuracy (average relevancy > 0) (%),ndcg,ndcg (full rank)
tfidf,cosine,0.05,0.4,go,False,0.0,0.0,0.0,0.0
tfidf,cosine,100,None,go,True,19.879518072289155,19.230769230769234,0.18171335073736072,0.04572485646501063
tfidf,cosine,0.6,0.9,go,True,0.0,0.0,0.0,0.0
tfidf,cosine,0.1,0.7,java,True,0.24600246002460024,0.0,0.0,0.0
tfidf,cosine,0.6,1.0,python,False,0.0,0.0,0.0,0.0
tfidf,cosine,0.05,0.8,go,False,0.0,0.0,0.0,0.0
tfidf,cosine,0.3,0.5,java,False,0.0,0.0,0.0,0.0
tfidf,cosine,0.01,0.8,python,False,6.572295247724974,6.825938566552901,0.08973002312757111,0.036702097823674715
tfidf,cosine,0.01,0.9,python,False,6.572295247724974,6.825938566552901,0.08973002312757111,0.036702097823674715
tfidf,cosine,0.1,0.7,java,False,0.24600246002460024,0.0,0.0,0.0
tfidf,cosine,0.01,0.5,go,False,2.4096385542168677,1.9230769230769231,0.013067040369730073,0.0024446574609434594
tfidf,cosine,0.0,0.5,javascript,True,21.630094043887148,23.49397590361446,0.20636769822953865,0.08956247984409124
tfidf,cosine,0.6,0.7,javascript,False,0.0,0.0,0.0,0.0
tfidf,cosine,100,None,javascript,False,22.884012539184955,25.903614457831324,0.21021588589429654,0.09508928061118582
tfidf,cosine,0.1,0.8,go,False,0.0,0.0,0.0,0.0
tfidf,cosine,0.3,0.4,java,False,0.0,0.0,0.0,0.0
tfidf,cosine,0.0,0.4,java,True,22.509225092250922,23.340961098398168,0.21254617263283596,0.10041376653083016
tfidf,cosine,0.1,0.7,python,False,0.10111223458038424,0.11376564277588168,0.002387681565420775,0.00036427632906519395
tfidf,cosine,0.6,1.0,go,False,0.0,0.0,0.0,0.0
tfidf,cosine,0.3,0.4,javascript,True,0.0,0.0,0.0,0.0
tfidf,cosine,0.6,1.0,go,True,0.0,0.0,0.0,0.0
tfidf,cosine,0.2,0.5,javascript,False,0.0,0.0,0.0,0.0
tfidf,cosine,0.05,0.7,python,False,0.20222446916076847,0.11376564277588168,0.0016381085600005339,0.000258382857521108
tfidf,cosine,0.05,1.0,javascript,False,0.0,0.0,0.0,0.0
tfidf,cosine,0.01,0.8,go,False,2.4096385542168677,1.9230769230769231,0.013067040369730073,0.0023935196366575997
tfidf,cosine,0.3,0.5,go,False,0.0,0.0,0.0,0.0
tfidf,cosine,0.3,0.8,python,True,0.0,0.0,0.0,0.0
tfidf,cosine,0.2,0.9,java,False,0.0,0.0,0.0,0.0
tfidf,cosine,0.01,0.4,java,False,3.936039360393604,4.576659038901601,0.04911042880262243,0.019549688485715047
tfidf,cosine,0.6,0.9,java,False,0.0,0.0,0.0,0.0
tfidf,cosine,0.2,0.5,java,True,0.0,0.0,0.0,0.0
tfidf,cosine,0.4,0.9,python,False,0.0,0.0,0.0,0.0
tfidf,cosine,0.4,0.5,go,True,0.0,0.0,0.0,0.0
tfidf,cosine,0.4,0.7,python,True,0.0,0.0,0.0,0.0
tfidf,cosine,0.4,0.9,javascript,True,0.0,0.0,0.0,0.0
tfidf,cosine,0.2,0.5,go,True,0.0,0.0,0.0,0.0
tfidf,cosine,0.0,0.8,go,True,24.096385542168676,25.961538461538463,0.25930620142741867,0.07137751340104559
tfidf,cosine,0.0,0.8,javascript,True,21.630094043887148,23.49397590361446,0.20636769822953865,0.09091609803211724
tfidf,cosine,0.05,0.9,javascript,False,0.0,0.0,0.0,0.0
tfidf,cosine,0.0,0.9,javascript,False,21.630094043887148,23.49397590361446,0.20636769822953865,0.0910474715586873
tfidf,cosine,0.0,0.4,javascript,False,21.630094043887148,23.49397590361446,0.20636769822953865,0.08956247984409124
tfidf,cosine,0.6,1.0,javascript,True,0.0,0.0,0.0,0.0
tfidf,cosine,0.05,0.9,go,True,0.0,0.0,0.0,0.0
tfidf,cosine,0.5,0.7,python,False,0.0,0.0,0.0,0.0
tfidf,cosine,0.0,0.7,go,False,24.096385542168676,25.961538461538463,0.25930620142741867,0.07134589980105834
tfidf,cosine,0.5,0.6,javascript,False,0.0,0.0,0.0,0.0
tfidf,cosine,0.01,0.7,java,True,3.936039360393604,4.576659038901601,0.05879566026690188,0.022268772762571564
tfidf,cosine,0.1,0.7,go,True,0.0,0.0,0.0,0.0
tfidf,cosine,0.4,0.8,python,False,0.0,0.0,0.0,0.0
tfidf,cosine,0.2,1.0,javascript,False,0.0,0.0,0.0,0.0
tfidf,cosine,0.1,0.7,javascript,True,0.0,0.0,0.0,0.0
tfidf,cosine,0.4,0.5,python,True,0.0,0.0,0.0,0.0
tfidf,cosine,0.1,0.8,python,False,0.10111223458038424,0.11376564277588168,0.002387681565420775,0.00036427632906519395
tfidf,cosine,0.5,0.9,go,False,0.0,0.0,0.0,0.0
tfidf,cosine,0.2,0.4,go,True,0.0,0.0,0.0,0.0
tfidf,cosine,0.5,0.9,java,True,0.0,0.0,0.0,0.0
tfidf,cosine,100,None,python,True,24.26693629929221,25.369738339021612,0.28348712581247754,0.14681046742019938
tfidf,cosine,0.0,0.7,javascript,True,21.630094043887148,23.49397590361446,0.20636769822953865,0.0910474715586873
tfidf,cosine,0.2,1.0,go,False,0.0,0.0,0.0,0.0
tfidf,cosine,0.01,0.4,python,True,5.763397371081901,6.370875995449373,0.08226086281464104,0.031395144756297344
tfidf,cosine,0.01,0.6,javascript,False,5.329153605015674,4.819277108433735,0.05146905317428821,0.01842592791243839
tfidf,cosine,0.5,0.9,python,True,0.0,0.0,0.0,0.0
tfidf,cosine,0.3,0.8,go,False,0.0,0.0,0.0,0.0
tfidf,cosine,0.01,0.7,javascript,False,5.329153605015674,4.819277108433735,0.05146905317428821,0.023224117687793738
tfidf,cosine,0.1,0.4,go,True,0.0,0.0,0.0,0.0
tfidf,cosine,0.5,1.0,go,True,0.0,0.0,0.0,0.0
tfidf,cosine,0.2,0.8,javascript,False,0.0,0.0,0.0,0.0
tfidf,cosine,0.1,0.4,javascript,True,0.0,0.0,0.0,0.0
tfidf,cosine,0.4,0.6,javascript,False,0.0,0.0,0.0,0.0
tfidf,cosine,0.1,0.9,go,True,0.0,0.0,0.0,0.0
tfidf,cosine,0.1,0.9,java,True,0.36900369003690037,0.0,0.0,0.0
tfidf,cosine,0.6,0.9,java,True,0.0,0.0,0.0,0.0
tfidf,cosine,0.2,0.4,javascript,False,0.0,0.0,0.0,0.0
tfidf,cosine,0.2,0.7,java,True,0.0,0.0,0.0,0.0
tfidf,cosine,0.01,0.6,java,True,3.936039360393604,4.576659038901601,0.05879566026690188,0.022224738007653486
tfidf,cosine,0.05,0.8,python,True,0.20222446916076847,0.11376564277588168,0.0016381085600005339,0.000258382857521108
tfidf,cosine,0.5,0.7,java,False,0.0,0.0,0.0,0.0
tfidf,cosine,0.6,0.7,python,True,0.0,0.0,0.0,0.0
tfidf,cosine,0.01,0.6,java,False,3.936039360393604,4.576659038901601,0.05879566026690188,0.022224738007653486
tfidf,cosine,0.0,0.6,java,False,22.878228782287824,23.569794050343248,0.21933221822331725,0.1017164769906059
tfidf,cosine,0.0,0.4,java,False,22.878228782287824,23.569794050343248,0.21674380757898756,0.10110064262384358
tfidf,cosine,0.2,0.7,javascript,True,0.0,0.0,0.0,0.0
tfidf,cosine,0.3,0.5,go,True,0.0,0.0,0.0,0.0
tfidf,cosine,0.2,0.9,javascript,True,0.0,0.0,0.0,0.0
tfidf,cosine,0.4,0.8,go,False,0.0,0.0,0.0,0.0
tfidf,cosine,0.2,0.4,java,False,0.0,0.0,0.0,0.0
tfidf,cosine,0.01,1.0,go,True,3.0120481927710845,1.9230769230769231,0.013067040369730073,0.0024433693633815327
tfidf,cosine,0.6,0.7,javascript,True,0.0,0.0,0.0,0.0
tfidf,cosine,0.1,1.0,go,True,0.0,0.0,0.0,0.0
tfidf,cosine,0.1,0.6,python,False,0.0,0.0,0.0,0.0
tfidf,cosine,0.01,0.5,go,True,2.4096385542168677,1.9230769230769231,0.013067040369730073,0.0024446574609434594
tfidf,cosine,0.3,0.5,python,False,0.0,0.0,0.0,0.0
tfidf,cosine,0.2,0.6,python,True,0.0,0.0,0.0,0.0
tfidf,cosine,0.01,0.6,javascript,True,5.329153605015674,4.819277108433735,0.05146905317428821,0.01842592791243839
